,Target price,Output
126,29500.000000000025,27997.328
128,7099.999999999997,6876.1978
129,10849.999999999996,14935.226
131,194999.99999999994,103664.69
132,26999.999999999996,22808.406
133,18099.999999999996,19818.348
134,26999.999999999996,21158.6
135,8990.000000000007,9801.937
136,32899.999999999985,29038.635
137,25500.000000000004,25440.686
138,8900.000000000002,9286.175
139,11950.00000000001,15502.831
140,22699.999999999996,19527.25
142,12999.99999999999,10094.525
143,25000.0,24740.637
144,26899.999999999985,23685.889
145,87777.00000000007,63652.9
146,5999.999999999995,10909.83
147,9800.000000000007,9555.372
148,13900.000000000002,11063.663
149,12199.999999999996,10516.113
150,13499.999999999996,14500.173
151,18099.999999999996,19640.58
152,32999.99999999998,35252.65
153,16899.999999999993,13952.249
154,22000.0,19495.227
155,10699.99999999999,16627.4
156,7799.999999999996,6912.6694
157,17299.999999999996,11589.246
158,69999.99999999994,75487.25
159,2199.9999999999995,2603.1614
160,8900.000000000002,9279.765
161,31599.999999999993,28769.217
162,7899.999999999996,8486.146
163,28500.00000000002,34023.145
164,6899.999999999999,7517.3623
165,8849.999999999993,7338.3994
166,3099.9999999999986,3674.356
167,8900.000000000002,7143.878
168,6099.999999999998,6086.6777
169,1399.9999999999998,2077.7007
170,8800.000000000007,10915.939
171,10299.000000000005,14229.631
172,6499.999999999995,5458.342
173,169000.00000000012,156156.56
174,9100.000000000002,8145.8457
175,9950.000000000002,11200.335
176,24500.0,17024.387
177,51499.999999999985,69865.05
178,12899.999999999993,9602.803
179,8000.0,10123.853
180,8099.999999999999,10014.794
181,10099.999999999998,11097.16
182,1900.0000000000005,2483.408
183,10800.000000000007,11097.16
184,8000.0,5731.608
185,15300.000000000004,11681.245
186,2350.0000000000005,2218.0862
188,38888.00000000001,28547.54
190,99999.0,103664.69
191,17650.000000000004,15723.346
192,12999.000000000007,9881.745
193,18499.999999999985,14862.066
194,9200.000000000005,9531.236
195,14500.000000000004,20199.383
196,18000.000000000007,14540.927
197,6799.999999999999,6658.363
198,20500.000000000015,28016.531
199,28000.000000000004,23115.393
200,10650.000000000007,15825.643
201,20299.999999999985,15532.488
202,2999.9999999999977,2266.2053
203,25250.00000000002,26294.76
204,1389.0000000000005,1572.9742
205,17599.999999999985,17127.877
206,14199.999999999995,11205.581
207,13699.999999999996,17842.986
208,23900.00000000002,23103.139
210,32000.000000000007,30263.236
211,4599.000000000003,3883.1592
212,2350.0000000000005,2203.8
213,19998.99999999998,18816.963
214,28900.00000000002,25582.918
215,3800.0000000000014,5369.6455
217,1800.0000000000005,2360.0024
218,135000.00000000012,73960.086
219,9700.000000000004,10319.512
220,25342.2,29522.154
221,24900.000000000004,20649.31
222,4999.000000000002,8227.11
224,4699.999999999997,4210.886
225,4999.000000000002,5641.5747
226,9299.0,7543.482
227,25000.0,27907.838
228,12899.999999999993,16004.39
229,9700.000000000004,9685.801
230,10099.999999999998,15644.207
231,2799.9999999999995,3937.402
232,13499.999999999996,6781.3784
233,8900.000000000002,10004.056
234,109999.00000000007,124040.81
235,11499.999999999996,12058.704
236,36900.000000000015,37576.992
237,33199.99999999997,31801.494
238,10199.99999999999,12366.372
239,16998.999999999996,19718.955
240,10800.000000000007,13163.621
241,35500.00000000002,37200.18
242,9899.999999999995,8124.2
243,7899.999999999996,7442.988
244,13900.000000000002,11954.118
245,19999.99999999998,15723.346
246,28500.00000000002,31997.836
247,7199.999999999996,6819.9155
248,9000.000000000004,8368.695
249,36499.99999999998,35009.277
250,8000.0,11512.127
251,42999.99999999997,34214.273
252,13699.999999999996,14672.888
253,7899.0000000000055,8445.375
254,13998.999999999996,11097.16
255,10499.999999999993,10630.195
257,20800.000000000007,17446.268
259,32000.000000000007,14307.957
260,14500.000000000004,14349.211
261,16899.999999999993,17726.043
262,13599.999999999998,18507.504
263,2600.0,2624.8208
265,11999.999999999993,11598.169
267,18799.999999999993,13672.136
268,35500.00000000002,35905.01
269,29900.0,35946.848
270,6749.999999999997,8552.924
272,34900.00000000001,39748.08
273,7700.0000000000055,9578.602
274,9250.000000000007,8245.742
275,8400.000000000002,8688.458
276,11750.000000000004,13295.946
277,5799.999999999996,6379.55
278,5899.999999999999,6373.6997
279,44998.99999999998,42338.773
280,10499.999999999993,11665.325
281,17900.000000000007,18240.305
282,9999.000000000002,18120.049
283,9999.000000000002,9685.801
285,61000.000000000044,72721.836
286,38299.99999999997,36856.375
287,17699.999999999985,17726.043
289,55555.00000000002,26052.24
290,18000.000000000007,18209.176
291,7600.000000000003,9385.776
292,6899.999999999999,9801.208
293,15635.100000000008,15703.475
294,10549.999999999996,11097.16
295,12500.0,9578.602
296,12999.99999999999,15502.831
297,7400.0,8091.786
299,9499.999999999995,7667.3984
300,18799.999999999993,24327.006
301,8000.0,9995.405
302,8700.000000000004,6854.546
303,9999.000000000002,10131.135
304,16699.999999999996,17025.588
305,13900.000000000002,12243.824
306,18699.999999999996,17620.803
307,6199.999999999998,6387.446
309,3599.999999999998,5052.3457
310,7500.000000000001,6762.3335
311,2300.000000000001,5109.308
312,16899.999999999993,14300.468
313,13499.000000000004,11687.607
314,5699.999999999998,6455.556
316,17900.000000000007,16057.746
318,13900.000000000002,8486.146
319,7950.000000000003,7372.9688
320,9700.000000000004,8525.163
321,7500.000000000001,6803.487
322,19998.99999999998,26467.275
323,9100.000000000002,9850.958
325,13300.000000000005,12552.863
326,20999.999999999985,17434.076
327,6600.000000000001,5438.7266
328,7600.000000000003,7797.968
329,3499.9999999999995,3197.5703
330,3499.9999999999995,3105.5466
331,17900.000000000007,16537.984
332,1950.0000000000005,2235.4478
333,7989.999999999994,6721.8965
335,6499.999999999995,6355.4966
336,3499.9999999999995,4024.9746
337,14100.00000000001,14430.7
338,2999.0000000000023,2901.1687
339,66900.0,55589.88
340,13100.0,14102.571
341,6899.999999999999,4871.1255
342,23999.000000000015,25436.367
343,6989.9999999999945,5764.735
344,13998.999999999996,13898.915
345,7600.000000000003,8529.912
346,11099.999999999993,8935.351
347,16499.999999999985,18743.352
348,199999.00000000006,184310.0
349,44000.0,52198.605
350,39899.99999999999,30698.975
351,20500.000000000015,18204.35
352,8000.0,5502.4116
353,11599.999999999993,11576.94
355,11499.999999999996,8935.351
356,13699.999999999996,17909.184
357,13699.999999999996,13774.9
358,7700.0000000000055,6919.8
359,5799.999999999996,4832.264
360,9499.999999999995,10717.983
361,24900.000000000004,33755.67
362,55500.00000000002,52863.543
363,6499.999999999995,6552.322
364,8300.000000000007,8345.9
365,11999.999999999993,15128.624
366,15000.000000000004,17384.766
367,8099.999999999999,8647.234
369,8000.0,7633.836
370,5499.999999999999,5900.0796
372,9600.000000000004,8935.351
374,10800.000000000007,8193.957
375,10999.000000000005,9815.753
376,44000.0,45037.508
378,19200.000000000007,12552.444
379,19599.99999999998,18179.904
380,9000.000000000004,12020.802
381,10900.000000000002,11598.169
382,12899.999999999993,15416.582
383,6600.000000000001,6406.3755
384,15820.350000000008,15218.211
385,10199.99999999999,8696.724
386,5999.999999999995,5957.957
387,3499.9999999999995,2967.1638
388,7799.999999999996,5989.981
389,35899.99999999997,37221.58
391,11700.000000000007,10283.477
392,15200.000000000007,14680.571
393,2499.9999999999995,4134.4253
394,16800.000000000004,16576.53
395,50498.999999999956,38479.63
397,2250.0000000000005,2403.844
398,9300.000000000007,8623.467
399,11499.999999999996,7916.735
400,12999.99999999999,11630.023
401,7500.000000000001,6907.648
402,17998.99999999999,20623.273
403,7300.000000000002,6607.9585
404,29900.0,21835.576
405,4949.999999999996,5811.3613
406,36000.00000000002,40826.957
407,1699.9999999999993,1916.8862
408,12450.000000000002,16390.893
409,13893.750000000002,19718.955
410,44600.00000000003,43791.7
411,35138.29,36090.875
412,3499.9999999999995,4923.8184
413,12799.99999999999,12102.275
414,26999.999999999996,21441.682
415,14800.000000000002,16742.363
416,2199.9999999999995,2528.306
417,2900.0000000000005,2287.9568
418,11999.999999999993,13779.026
419,41000.00000000003,36965.004
420,16299.999999999993,15566.685
421,5299.999999999996,7091.8335
422,40499.99999999996,47800.883
423,4300.0,5268.128
424,3999.9999999999995,5561.4775
425,9600.000000000004,8299.002
426,18000.000000000007,16025.512
427,11300.000000000007,8935.351
428,4999.000000000002,6319.005
429,24998.999999999993,20720.465
430,23299.999999999978,26104.096
431,14899.999999999995,19130.594
432,22799.999999999996,24030.018
433,35500.00000000002,35588.652
434,15000.000000000004,13486.883
435,8649.999999999998,8901.576
436,22399.99999999998,16606.023
437,10400.000000000002,11078.655
438,194999.99999999994,184605.0
439,10499.999999999993,17140.459
440,11899.999999999998,10571.136
441,36900.000000000015,37401.84
442,24500.0,19858.816
443,4699.999999999997,5989.981
444,18099.999999999996,15269.85
445,115000.00000000009,77872.03
446,10900.000000000002,10580.849
447,6999.999999999999,9563.276
449,9999.000000000002,11850.485
450,12299.999999999989,11921.672
451,67622.55000000006,74184.51
452,18900.00000000001,24825.154
453,6998.999999999996,6803.487
454,10250.000000000007,7933.8394
455,3499.9999999999995,4940.0503
456,13499.999999999996,11179.931
457,2449.9999999999995,2339.1238
458,7500.000000000001,8648.43
459,4900.000000000004,6706.0366
461,5000.000000000004,4707.472
462,29900.0,27813.807
463,6999.999999999999,8271.457
464,11799.999999999998,9513.527
465,16499.999999999985,13143.525
466,5299.999999999996,3719.6362
467,7199.999999999996,8501.667
468,8500.000000000005,9602.803
469,39000.00000000002,41333.867
470,1849.9999999999995,5450.862
471,36100.0,38816.246
472,3149.2499999999986,3495.4148
473,5799.999999999996,6455.556
474,6699.9999999999945,5511.1084
475,18988.129999999997,18283.62
478,28659.99999999999,23418.156
479,2999.0000000000023,2774.3125
480,64500.00000000002,55206.48
481,21499.99999999998,12402.727
482,85555.0,85682.766
483,8649.999999999998,11916.317
484,10599.999999999993,8799.632
485,6899.999999999999,7704.0176
486,2900.0000000000005,2451.75
487,12249.999999999998,19209.754
488,21699.999999999993,16241.189
489,1999.9999999999998,2432.1008
490,9899.999999999995,9907.601
491,5850.000000000003,7292.89
492,8199.999999999998,7678.836
494,7300.000000000002,7352.115
495,8000.0,8718.9375
496,6600.000000000001,7651.8247
497,22499.99999999999,18783.148
498,13200.000000000002,18499.58
499,1200.0,4930.8813
500,8900.000000000002,8362.042
501,9200.000000000005,9708.106
502,10199.99999999999,11851.209
504,9499.999999999995,9785.508
505,26849.999999999993,29191.404
506,21899.999999999993,24980.188
507,1699.9999999999993,1989.706
510,6499.999999999995,4887.463
512,5000.000000000004,10624.966
513,37999.999999999985,34595.863
514,9599.000000000005,10351.24
515,10800.000000000007,9334.912
516,18799.999999999993,20330.8
517,7650.000000000001,7316.1714
518,6299.999999999996,6141.8384
519,5000.000000000004,3262.553
520,28500.00000000002,34465.426
521,12999.99999999999,11748.927
522,16998.999999999996,17386.174
523,34500.00000000003,36122.555
524,10900.000000000002,10574.493
525,18999.000000000004,16883.092
526,9800.000000000007,9398.989
527,4300.0,4871.1255
528,3899.9999999999977,3987.81
529,13499.000000000004,17468.51
530,19990.000000000015,23930.945
531,3399.999999999999,4115.209
532,27800.000000000007,28980.646
533,2300.000000000001,2407.3162
535,7650.000000000001,7651.8247
536,10000.00000000001,9602.803
537,9700.000000000004,9001.01
539,3800.0000000000014,2938.169
540,26899.999999999985,23685.889
542,12599.999999999995,10616.589
543,14899.000000000005,15416.582
544,4999.000000000002,7009.913
545,57777.00000000003,56295.438
546,12349.999999999996,10441.493
547,7998.999999999996,11005.763
548,21600.000000000015,25126.938
549,8000.0,8225.855
550,6799.0000000000055,4423.8423
551,25749.750000000004,32566.297
552,8898.999999999998,7216.8193
553,26799.99999999998,23837.693
554,25554.999999999996,18432.238
555,25000.0,33673.395
556,15799.999999999995,15416.582
557,3149.9999999999977,2812.4521
558,12299.999999999989,11550.881
559,45499.99999999997,47723.72
560,6499.999999999995,7445.167
561,18999.000000000004,20069.904
562,8500.000000000005,8691.367
563,8500.000000000005,8612.38
564,13499.999999999996,17014.258
565,2199.9999999999995,3565.3281
566,18499.999999999985,17909.184
567,8419.999999999993,11771.705
568,17500.000000000015,19474.805
569,9000.000000000004,8681.476
570,4400.000000000004,3449.964
572,7500.000000000001,6165.224
573,17949.999999999985,18344.8
574,51499.999999999985,73146.125
575,10800.000000000007,15108.684
576,33700.00000000001,22149.42
577,17000.00000000001,14268.454
578,11199.99999999999,15379.576
579,4500.000000000001,3649.063
580,43999.00000000003,45172.492
581,39800.000000000015,34459.805
582,6499.999999999995,5752.1973
583,18699.999999999996,17111.078
584,38500.0,28473.338
585,8199.999999999998,6045.24
586,7500.000000000001,7999.68
587,11550.0,11919.637
588,39500.00000000002,35774.176
589,6199.999999999998,5476.3984
590,17200.000000000004,16157.317
591,2900.0000000000005,2561.1638
592,14600.000000000005,14229.631
593,34900.00000000001,38675.277
594,164500.0000000001,100102.445
597,6999.999999999999,3243.5417
598,32000.000000000007,17470.275
599,7500.000000000001,6406.8584
600,9000.000000000004,10527.533
601,6999.999999999999,5675.296
602,199999.00000000006,184310.0
603,2699.999999999999,2839.317
604,10949.999999999996,15416.582
605,15500.00000000001,18128.674
606,8700.000000000004,9145.415
607,5999.999999999995,6297.5396
608,16950.0,16025.512
609,15000.000000000004,9416.664
610,26500.000000000007,24267.13
611,3099.9999999999986,3479.932
612,59899.99999999996,47705.29
613,63000.00000000004,70450.95
614,19799.99999999999,18087.176
615,12999.99999999999,10900.128
616,12199.999999999996,11934.048
617,5699.999999999998,6096.478
618,2549.9999999999995,2575.5967
619,13499.999999999996,16838.486
620,10199.99999999999,11097.16
621,12999.99999999999,7202.7515
622,10499.999999999993,13974.541
623,3099.9999999999986,2517.192
624,9399.999999999995,13659.168
625,10000.00000000001,9555.372
626,4200.0,4645.14
627,7500.000000000001,7376.338
628,38600.00000000002,29772.264
629,8900.000000000002,8826.006
631,23999.999999999985,11940.457
632,51499.999999999985,51582.355
633,5100.000000000005,3974.6543
634,4999.000000000002,7067.076
636,9450.000000000005,9783.222
637,3850.0000000000023,3671.7778
638,7799.999999999996,6898.6353
639,49699.999999999985,44575.72
640,9000.000000000004,10329.456
641,18989.999999999985,20069.904
642,7199.999999999996,6839.0903
644,11899.999999999998,17909.184
645,2799.9999999999995,3640.3906
646,2199.9999999999995,2203.8
647,17500.000000000015,16860.84
648,49899.999999999985,28145.424
649,8649.999999999998,7985.4116
650,8800.000000000007,8228.507
651,69998.99999999997,64482.93
652,8910.529999999999,12020.802
653,15500.00000000001,13727.729
654,19500.000000000007,22368.916
655,27699.99999999999,31071.777
656,9600.000000000004,7031.895
657,12500.0,13257.151
658,4799.000000000001,3671.7778
659,20900.000000000007,20081.488
660,14899.999999999995,16642.867
661,12750.0,12061.774
662,5899.999999999999,5854.2485
663,2699.999999999999,6069.207
664,4699.999999999997,5619.232
666,77000.0,54884.58
667,5899.999999999999,6411.6504
668,23999.999999999985,17745.664
669,18400.00000000001,19281.904
670,56799.99999999999,58926.824
671,8000.0,9074.184
672,5000.000000000004,4254.469
673,9899.999999999995,11136.833
674,18900.00000000001,16426.822
675,20500.000000000015,17513.598
676,2499.9999999999995,2570.3838
677,9000.000000000004,8299.191
678,7700.0000000000055,7079.8594
679,32299.99999999998,34419.703
680,72700.00000000003,40928.355
681,6199.999999999998,6055.0317
682,3999.9999999999995,3764.7747
683,9003.15,14933.389
684,14899.999999999995,8348.042
688,65393.25000000001,56199.367
689,9000.000000000004,11097.16
691,8500.000000000005,8315.036
692,5899.999999999999,6094.281
693,5100.000000000005,6042.802
694,40499.99999999996,40525.12
695,8600.0,7139.335
696,5899.999999999999,6210.4688
697,17900.000000000007,14805.452
698,34400.00000000001,38033.176
699,13499.999999999996,10642.033
700,9600.000000000004,8272.774
701,15000.000000000004,10010.641
702,22000.0,27006.674
703,13699.999999999996,10392.199
705,18799.999999999993,17277.168
706,7600.000000000003,8299.002
707,11950.00000000001,13226.489
708,11300.000000000007,9320.884
709,13499.999999999996,29053.898
710,11989.99999999999,11857.37
711,16499.999999999985,10873.662
712,18999.999999999993,19730.918
713,5499.999999999999,5862.1934
714,39998.99999999999,47695.875
715,15500.00000000001,11699.238
716,11700.000000000007,12817.438
717,2749.999999999999,2848.9702
718,7150.0,6028.3774
719,10499.999999999993,10029.514
720,24900.000000000004,20216.69
722,25999.999999999985,42990.793
723,21499.99999999998,32527.436
724,2222.000000000001,2077.7007
725,2900.0000000000005,3322.7537
726,4600.000000000003,4058.1294
727,3200.0000000000027,3377.9678
728,19400.00000000001,17747.83
729,3999.9999999999995,3575.7375
730,65099.00000000003,56199.367
731,53999.00000000003,42172.1
732,9200.000000000005,8299.191
734,109999.00000000007,63652.9
735,23500.00000000001,16537.984
736,4800.000000000001,5092.3066
737,13499.999999999996,11919.637
738,8700.000000000004,8321.112
739,12299.999999999989,8919.455
740,7899.999999999996,6205.3594
741,10699.99999999999,15095.577
742,6799.999999999999,5871.358
743,8500.000000000005,6709.024
744,18699.999999999996,19276.646
745,1900.0000000000005,2398.8516
746,15500.00000000001,22105.611
747,8700.000000000004,8777.873
748,47300.0,35588.652
749,5000.000000000004,4210.886
750,23999.999999999985,25246.436
751,14800.000000000002,13400.381
753,6399.9999999999945,5900.0796
754,18999.999999999993,15739.219
755,11700.000000000007,11032.191
756,6499.999999999995,17909.184
757,4999.000000000002,6048.9946
758,1900.0000000000005,2545.0378
759,8999.0,7795.395
760,12700.000000000004,10630.195
761,2199.9999999999995,1889.3844
762,32500.000000000007,33678.82
763,16800.000000000004,13223.513
764,8999.0,10123.853
765,2499.9999999999995,2732.696
766,36999.99999999997,41734.56
767,19500.000000000007,17745.664
768,10900.000000000002,11106.361
769,36499.99999999998,40055.355
770,7300.000000000002,7651.8247
771,17500.000000000015,17188.732
772,24500.0,24382.121
773,15500.00000000001,15249.01
775,25000.0,27766.5
776,11899.999999999998,9260.757
777,8000.0,8062.069
778,16899.999999999993,16025.512
779,8800.000000000007,9036.575
780,12999.99999999999,11781.903
781,7500.000000000001,10805.591
782,8300.000000000007,10123.785
783,18699.999999999996,17651.951
784,28787.850000000006,32566.297
785,16499.999999999985,12251.58
786,13900.000000000002,16025.512
787,1350.0000000000005,1918.9412
788,20859.14999999999,35832.562
789,28799.999999999993,28802.736
790,34900.00000000001,34153.996
791,37499.99999999998,34719.117
792,19699.99999999999,14787.785
793,12799.99999999999,23021.85
795,4600.000000000003,6876.1978
796,17977.0,16306.108
797,11961.999999999993,19718.955
798,12500.0,13384.16
799,9200.000000000005,8362.042
800,28500.00000000002,20386.814
801,16950.0,27685.43
802,24750.000000000007,19286.264
803,57000.000000000044,61039.39
804,11300.000000000007,8660.29
805,51000.00000000001,48071.285
807,2999.9999999999977,3054.6252
808,9800.000000000007,5517.04
809,12849.999999999996,12842.093
811,52299.99999999999,48787.94
812,3650.0000000000005,3696.555
813,39899.99999999999,43212.676
814,7400.0,6919.8
815,13998.999999999996,15416.582
816,15500.00000000001,11303.176
817,8500.000000000005,8825.652
818,32500.000000000007,34261.13
819,14700.000000000002,17114.064
820,6499.999999999995,4252.733
821,7799.999999999996,8249.376
822,8700.000000000004,9815.753
823,9000.000000000004,8614.335
824,14800.000000000002,18749.717
825,13399.99999999999,13202.583
827,7776.999999999997,10069.065
828,6899.999999999999,7253.375
830,10499.999999999993,11832.18
833,7799.999999999996,5872.7744
834,4099.999999999999,4344.6787
835,4400.000000000004,3734.0344
836,41500.0,41333.867
837,13998.999999999996,18366.121
839,16800.000000000004,19819.879
840,58499.99999999999,48639.93
841,10199.99999999999,8368.6875
842,13300.000000000005,11687.607
843,6299.999999999996,7651.8247
844,16998.999999999996,15670.622
845,20100.000000000007,22869.459
846,10800.000000000007,10546.243
847,129998.99999999994,108163.49
848,14199.999999999995,11954.118
849,4699.999999999997,5705.4087
850,5699.999999999998,5887.4272
851,11899.999999999998,10125.263
852,3750.0,5179.1626
853,2699.999999999999,3545.5398
854,2999.0000000000023,3452.66
855,8600.0,9737.881
856,6950.000000000001,7483.2935
857,22899.999999999996,22427.059
858,8900.000000000002,8124.2
859,7500.000000000001,9602.803
860,28699.999999999996,33578.312
861,11999.999999999993,11868.423
862,10999.000000000005,8944.576
863,22999.999999999993,23695.06
865,2549.9999999999995,2551.9343
866,8800.000000000007,12747.733
867,10000.00000000001,8293.677
868,6299.999999999996,7074.5205
869,13799.999999999998,14285.732
870,10750.00000000001,15416.582
871,12500.0,8624.372
872,5499.999999999999,3923.5706
873,13300.000000000005,12366.372
875,19999.99999999998,15922.864
877,3499.9999999999995,6339.1284
878,9300.000000000007,8597.838
879,30500.000000000022,33492.598
880,18300.000000000015,21582.912
881,41000.00000000003,41201.395
882,4099.999999999999,7528.2173
883,22499.99999999999,20810.512
884,8900.000000000002,7673.4263
885,13950.000000000002,14423.71
886,8999.0,10858.916
887,14100.00000000001,12586.308
889,6950.000000000001,6906.1396
890,7350.000000000001,6477.665
891,17500.000000000015,19475.863
892,20500.000000000015,19286.264
894,115000.00000000009,85966.945
895,11099.999999999993,9390.772
896,29900.0,22331.04
897,17595.000000000015,17523.906
898,6799.999999999999,10129.754
900,4150.000000000003,4329.66
901,32950.00000000001,53614.1
902,7500.000000000001,8935.803
903,33700.00000000001,32650.26
904,8349.999999999998,9230.048
905,4099.999999999999,4110.8784
906,4699.999999999997,3985.0994
907,14500.000000000004,12283.788
908,9600.000000000004,16537.984
909,17800.000000000007,16161.386
910,39999.99999999997,27336.957
911,23999.999999999985,19087.768
912,8300.000000000007,9323.258
913,3800.0000000000014,3604.6829
914,27500.000000000022,24104.635
915,5200.000000000001,4762.04
919,8500.000000000005,9181.655
920,43499.999999999985,67521.87
921,14000.0,16256.452
924,11499.999999999996,12926.421
925,41000.00000000003,41734.56
926,62000.00000000005,42069.71
927,35899.99999999997,34538.734
928,8199.999999999998,7744.828
929,17299.999999999996,12411.044
931,30999.00000000003,26409.484
932,3099.000000000001,5195.7007
933,5699.999999999998,5597.3726
934,7400.0,6349.045
935,14500.000000000004,11836.288
936,7300.000000000002,5965.633
937,33799.999999999985,35657.312
938,3899.9999999999977,3403.5103
940,10699.99999999999,7404.0146
942,17800.000000000007,22577.771
943,14500.000000000004,16004.39
944,29900.0,24312.486
945,8099.999999999999,7292.89
946,29500.000000000025,24179.531
947,12700.000000000004,18502.404
948,1198.9999999999998,1762.9912
949,12999.000000000007,10645.21
950,34419.45,26367.281
951,8600.0,10993.594
952,10450.000000000004,12480.8
953,17800.000000000007,16923.795
954,3549.999999999998,3399.0664
955,114999.00000000007,124040.81
956,13399.99999999999,9805.442
957,2250.0000000000005,6261.978
958,14999.00000000001,16025.512
959,10599.999999999993,15614.591
960,34000.00000000003,29634.168
961,33500.00000000001,30199.348
962,22799.999999999996,21818.193
963,66666.00000000004,56199.367
964,18499.999999999985,23695.06
965,17900.000000000007,11908.877
966,6950.000000000001,6505.245
967,105000.00000000004,121849.36
968,11999.0,12480.8
969,8000.0,6395.4917
970,4600.000000000003,3307.1428
971,7400.0,7009.913
972,27500.000000000022,23626.71
974,27500.000000000022,22405.318
975,9800.000000000007,10520.056
976,20999.999999999985,21728.8
977,9000.000000000004,10717.983
978,54999.99999999995,49222.906
979,38899.99999999996,56764.086
980,3999.9999999999995,6285.5693
981,13300.000000000005,13130.959
982,34500.00000000003,35737.52
983,24998.999999999993,30511.998
984,9750.000000000004,7536.1904
985,5899.999999999999,4764.7524
986,6499.999999999995,7031.895
987,10999.999999999998,12458.931
988,18799.999999999993,9783.949
989,13699.999999999996,15455.534
990,8500.000000000005,9900.809
991,19100.000000000007,20157.24
992,10199.99999999999,9801.208
993,173332.99999999997,122186.0
994,7799.999999999996,6910.455
995,9150.000000000007,7543.482
996,7899.999999999996,6876.1978
997,72000.00000000004,61287.117
998,49500.00000000002,57995.6
999,44999.999999999985,32326.178
1000,8300.000000000007,10902.155
1001,5100.000000000005,6607.9585
1002,15300.000000000004,14558.883
1003,7300.000000000002,9202.317
1004,14700.000000000002,13295.946
1005,7899.999999999996,8820.932
1006,2900.0000000000005,2266.2053
1008,3200.0000000000027,3985.0994
1009,4400.000000000004,3176.9075
1010,20800.000000000007,19130.594
1011,27800.000000000007,23496.094
1012,16499.999999999985,13784.546
1014,10499.999999999993,7664.189
1015,16998.999999999996,16025.512
1016,34999.99999999997,28736.805
1017,21499.99999999998,23251.986
1018,15799.999999999995,14679.536
1019,75554.99999999997,77870.625
1021,8900.000000000002,7549.7646
1022,6299.999999999996,7496.136
1023,20500.000000000015,19199.7
